id,title,segment,function,sub_function,seniority_level,level_rank,decision_power,budget_authority,signing_threshold_usd,veto_power,proximity_to_power,reports_to_typical,scope,influence_note,send_priority,pitch_angle,cta
30365,Head of Sourcing Excellence,X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Function,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30366,Head of Strategic Sourcing,X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Function,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30367,Head of Supplier Development,X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Function,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30368,Head of Supplier Quality,X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Function,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30369,"India Director, Commodity Management",X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",India,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30370,"India Director, Strategic Sourcing",X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",India,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30371,"India Director, Supplier Development",X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",India,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30372,"Japan Director, Commodity Management",X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Japan,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30373,"Japan Director, Strategic Sourcing",X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Japan,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30374,"Japan Director, Supplier Development",X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Japan,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30375,"Latin America Director, Commodity Management",X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Latin America,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30376,"Latin America Director, Strategic Sourcing",X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Latin America,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30377,"Latin America Director, Supplier Development",X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Latin America,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30378,"North America Director, Commodity Management",X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",North America,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30379,"North America Director, Strategic Sourcing",X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",North America,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30380,"North America Director, Supplier Development",X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",North America,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30381,Sourcing Excellence Director,X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Function,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30382,Strategic Sourcing Director,X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Function,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30383,Supplier Development Director,X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Function,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30384,Supplier Quality Director,X_Blocker,Supply Chain,Strategic Sourcing,Director,8,Gatekeeper,Departmental,$25K-$250K,Yes,Is Decision Maker,"Senior Director / Vice President, Supply Chain",Function,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30385,"Associate Director, Commodity Management",X_Blocker,Supply Chain,Strategic Sourcing,Senior Manager,7,Gatekeeper,Departmental,$25K-$250K,Yes,Direct Report to Decision Maker,"Director, Strategic Sourcing",Department,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30386,"Associate Director, Contract Manufacturing",X_Blocker,Supply Chain,Strategic Sourcing,Senior Manager,7,Gatekeeper,Departmental,$25K-$250K,Yes,Direct Report to Decision Maker,"Director, Strategic Sourcing",Department,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30387,"Associate Director, Cost Engineering",X_Blocker,Supply Chain,Strategic Sourcing,Senior Manager,7,Gatekeeper,Departmental,$25K-$250K,Yes,Direct Report to Decision Maker,"Director, Strategic Sourcing",Department,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30388,"Associate Director, Direct Materials",X_Blocker,Supply Chain,Strategic Sourcing,Senior Manager,7,Gatekeeper,Departmental,$25K-$250K,Yes,Direct Report to Decision Maker,"Director, Strategic Sourcing",Department,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30389,"Associate Director, Sourcing Excellence",X_Blocker,Supply Chain,Strategic Sourcing,Senior Manager,7,Gatekeeper,Departmental,$25K-$250K,Yes,Direct Report to Decision Maker,"Director, Strategic Sourcing",Department,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30390,"Associate Director, Strategic Sourcing",X_Blocker,Supply Chain,Strategic Sourcing,Senior Manager,7,Gatekeeper,Departmental,$25K-$250K,Yes,Direct Report to Decision Maker,"Director, Strategic Sourcing",Department,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30391,"Associate Director, Supplier Development",X_Blocker,Supply Chain,Strategic Sourcing,Senior Manager,7,Gatekeeper,Departmental,$25K-$250K,Yes,Direct Report to Decision Maker,"Director, Strategic Sourcing",Department,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
30392,"Associate Director, Supplier Quality",X_Blocker,Supply Chain,Strategic Sourcing,Senior Manager,7,Gatekeeper,Departmental,$25K-$250K,Yes,Direct Report to Decision Maker,"Director, Strategic Sourcing",Department,"Controls access and approval flow; can stop a decision, cannot make one. Holds veto in Strategic Sourcing review.",4,"Do not pitch. Assurance content only, or suppress entirely.",None - suppress unless you sell into this function.
